name,street,city,state,zip,type
PS 148,89-02 32ND AVE,EAST ELMHURST,NY,11369,OTHER
PS 149 CHRISTA MCAULIFFE,93-11 34TH AVE,JACKSON HEIGHTS,NY,11372,OTHER
PS 150,40-01 43RD AVE,LONG ISLAND CITY,NY,11104,OTHER
PS 151 MARY D CARTER,50-05 31ST AVE,WOODSIDE,NY,11377,OTHER
PS 152 GWENDOLYN ALLEYNE,33-52 62ND ST,WOODSIDE,NY,11377,OTHER
PS 166 HENRY GRADSTEIN,33-09 35TH AVE,LONG ISLAND CITY,NY,11106,OTHER
PS 171 PETER G VAN ALST,14-14 29TH AVE,LONG ISLAND CITY,NY,11102,OTHER
IS 204 OLIVER W HOLMES,36-41 28TH ST,LONG ISLAND CITY,NY,11106,OTHER
PS 212,34-25 82ND ST,JACKSON HEIGHTS,NY,11372,OTHER
PS 222-FF CHRISTOPHER A SANTORA,86-15 37TH AVE,JACKSON HEIGHTS,NY,11372,OTHER
PS 228 EARLY CHILDHOOD MAGNET SCHOOL,32-65 93RD ST,EAST ELMHURST,NY,11369,OTHER
IS 230,73-10 34TH AVE,JACKSON HEIGHTS,NY,11372,OTHER
PS 234,30-15 29TH ST,ASTORIA,NY,11102,OTHER
ACADEMY FOR NEW AMERICANS,30-14 30TH ST,ASTORIA,NY,11102,OTHER
IS 227 LOUIS ARMSTRONG,32-02 JUNCTION BLVD,EAST ELMHURST,NY,11369,OTHER
YOUNG WOMENS LEADERSHIP SCHOOL,23-15 NEWTON AVE,LONG ISLAND CITY,NY,11105,OTHER
ACADEMY FOR CAREERS IN TELEVISION AND FILM,36-41 28TH ST,LONG ISLAND CITY,NY,11106,OTHER
WILLIAM CULLEN BRYANT HIGH SCHOOL,48-10 31ST AVE,LONG ISLAND CITY,NY,11103,OTHER
LONG ISLAND CITY HIGH SCHOOL,14-30 BROADWAY,LONG ISLAND CITY,NY,11106,OTHER
FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,35-12 35TH AVE,LONG ISLAND CITY,NY,11106,OTHER
INFORMATION TECHNOLOGY HIGH SCHOOL,21-16 44TH RD,LONG ISLAND CITY,NY,11101,OTHER
NEWCOMERS HIGH SCHOOL,28-01 41ST AVE,LONG ISLAND CITY,NY,11101,OTHER
ACADEMY OF AMERICAN STUDIES,28-01 41ST AVE,LONG ISLAND CITY,NY,11101,OTHER
BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,34-12 36TH AVE,LONG ISLAND CITY,NY,11106,OTHER
CORPUS CHRISTI SCHOOL,31-29 60TH ST,WOODSIDE,NY,11377,OTHER
SAINT FRANCIS OF ASSISI SCHOOL,21-18 46TH ST,ASTORIA,NY,11105,OTHER
SAINT GABRIEL SCHOOL,26-25 97TH ST,EAST ELMHURST,NY,11369,OTHER
IMMACULATE CONCEPTION SCHOOL,21-63 29TH ST,ASTORIA,NY,11105,OTHER
SAINT JOAN OF ARC SCHOOL,35-27 82ND ST,JACKSON HEIGHTS,NY,11372,OTHER
SAINT JOSEPH SCHOOL,28-46 44TH ST,LONG ISLAND CITY,NY,11103,OTHER
SAINT JOHN'S PREPARATORY SCHOOL,21-21 CRESCENT ST,ASTORIA,NY,11105,OTHER
MONSIGNOR MCCLANCY MEMORIAL HIGH SCHOOL,71-06 31ST AVE,EAST ELMHURST,NY,11370,OTHER
MOST PRECIOUS BLOOD SCHOOL,32-52 37TH ST,LONG ISLAND CITY,NY,11103,OTHER
OUR LADY OF FATIMA SCHOOL,25-38 80TH ST,JACKSON HEIGHTS,NY,11372,OTHER
SAINT SEBASTIAN SCHOOL,39-76 58TH ST,WOODSIDE,NY,11377,OTHER
BAYSIDE LUTHERAN SCHOOL,155-14 35TH AVE,FLUSHING,NY,11354,OTHER
QUEENS LUTHERAN SCHOOL,31-20 21ST AVE,ASTORIA,NY,11105,OTHER
GREATER NEW YORK ACADEMY,41-32 58TH ST,WOODSIDE,NY,11377,OTHER
SISTER CLARA MUHAMMED SCHOOL,105-01 NORTHERN BLVD,CORONA,NY,11368,OTHER
IDEAL ISLAMIC SCHOOL,31-29 12TH ST,LONG ISLAND CITY,NY,11106,OTHER
EL-BER ISLAMIC SCHOOL,25-42 49TH ST,ASTORIA,NY,11103,OTHER
SAINT DEMETRIOS GREEK AMERICAN SCHOOL,30-03 30TH DR,ASTORIA,NY,11102,OTHER
EVANGEL CHRISTIAN SCHOOL,39-21 CRESCENT ST,LONG ISLAND CITY,NY,11101,OTHER
MOUNT OLIVET CHRISTIAN SCHOOL,33-27 97TH ST,CORONA,NY,11368,OTHER
RENAISSANCE CHARTER SCHOOL (THE),35-59 81ST ST,JACKSON HEIGHTS,NY,11372,OTHER
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,36-12 35TH AVE,ASTORIA,NY,11106,OTHER
VOICE CHARTER SCHOOL OF NEW YORK,37-15 13TH ST,LONG ISLAND CITY,NY,11101,OTHER
GROWING UP GREEN CHARTER SCHOOL,69 E 130TH ST-PNTHOUSE 7A,NEW YORK,NY,10037,OTHER
LEXINGTON SCHOOL FOR THE DEAF,2626 75TH ST,EAST ELMHURST,NY,11370,OTHER
GARDEN SCHOOL,33-16 79TH ST,JACKSON HEIGHTS,NY,11372,OTHER
QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,21-36 33RD RD,LONG ISLAND CITY,NY,11106,OTHER
MARTIN DE PORRES SCHOOL,147-65 249TH ST,ROSEDALE,NY,11422,OTHER
LEARNING TREE MULTI-CULTURAL SCHOOL (THE),103-02 NORTHERN BLVD,CORONA,NY,11368,OTHER
NEW YORK CITY GEOGRAPHIC DISTRICT #31,715 OCEAN TERR-RM 129,STATEN ISLAND,NY,10301,OTHER
PS 1 TOTTENVILLE,58 SUMMIT ST,STATEN ISLAND,NY,10307,OTHER
IS 2 GEORGE L EGBERT,333 MIDLAND AVE,STATEN ISLAND,NY,10306,OTHER
PS 3 MARGARET GIOIOSA,80 S GOFF AVE,STATEN ISLAND,NY,10309,OTHER
PS 4 MAURICE WOLLIN,200 NEDRA PL,STATEN ISLAND,NY,10312,OTHER
PS 5 HUGUENOT,348 DEISIUS ST,STATEN ISLAND,NY,10312,OTHER
PS 6 CPL ALLAN F KIVLEHAN,555 PAGE AVE,STATEN ISLAND,NY,10307,OTHER
IS 7 ELIAS BERNSTEIN,1270 HUGUENOT AVE,STATEN ISLAND,NY,10312,OTHER
PS 8 SHIRLEE SOLOMON,100 LINDENWOOD RD,STATEN ISLAND,NY,10308,OTHER
PS 11 THOMAS DONGAN,50 JEFFERSON ST,STATEN ISLAND,NY,10304,OTHER
PS 13 M L LINDENMEYER,191 VERMONT AVE,STATEN ISLAND,NY,10305,OTHER
PS 14 CORNELIUS VANDERBILT,100 TOMPKINS AVE,STATEN ISLAND,NY,10304,OTHER
PS 16 JOHN J DRISCOLL,80 MONROE AVE,STATEN ISLAND,NY,10301,OTHER
PS 18 JOHN G WHITTIER,221 BROADWAY,STATEN ISLAND,NY,10310,OTHER
PS 19 CURTIS SCHOOL,780 POST AVE,STATEN ISLAND,NY,10310,OTHER
PS 20 PORT RICHMOND,161 PARK AVE,STATEN ISLAND,NY,10302,OTHER
PS 21 MARGARET EMERY-ELM PARK,168 HOOKER PL,STATEN ISLAND,NY,10302,OTHER
PS 22 GRANITEVILLE,1860 FOREST AVE,STATEN ISLAND,NY,10303,OTHER
PS 23 RICHMONDTOWN,30 NATICK ST,STATEN ISLAND,NY,10306,OTHER
IS 24 MYRA S BARNES,225 CLEVELAND AVE,STATEN ISLAND,NY,10308,OTHER
PS 26 CARTERET,4108 VICTORY BLVD,STATEN ISLAND,NY,10314,OTHER
IS 27 ANNING S PRALL,11 CLOVE LAKE PL,STATEN ISLAND,NY,10310,OTHER
PS 29 BARDWELL,1581 VICTORY BLVD,STATEN ISLAND,NY,10314,OTHER
PS 30 WESTERLEIGH,200 WARDWELL AVE,STATEN ISLAND,NY,10314,OTHER
PS 31 WILLIAM T DAVIS,55 LAYTON AVE,STATEN ISLAND,NY,10301,OTHER
PS 32 GIFFORD SCHOOL,32 ELVERTON AVE,STATEN ISLAND,NY,10308,OTHER
IS 34 TOTTENVILLE,528 ACADEMY AVE,STATEN ISLAND,NY,10307,OTHER
PS 35 CLOVE VALLEY,60 FOOTE AVE,STATEN ISLAND,NY,10301,OTHER
PS 36 J C DRUMGOOLE,255 IONIA AVE,STATEN ISLAND,NY,10312,OTHER
PS 38 GEORGE CROMWELL,421 LINCOLN AVE,STATEN ISLAND,NY,10306,OTHER
PS 39 FRANCIS J MURPHY JR,71 SAND LN,STATEN ISLAND,NY,10305,OTHER
PS 41 NEW DORP,216 CLAWSON ST,STATEN ISLAND,NY,10306,OTHER
PS 42 ELTINGVILLE,380 GENESEE AVE,STATEN ISLAND,NY,10312,OTHER
PS 44 THOMAS C BROWN,80 MAPLE PKY,STATEN ISLAND,NY,10303,OTHER
PS 45 JOHN TYLER,58 LAWRENCE AVE,STATEN ISLAND,NY,10310,OTHER
PS 46 ALBERT V MANISCALCO,41 REID AVE,STATEN ISLAND,NY,10305,OTHER
PS 48 WILLIAM C WILCOX,1055 TARGEE ST,STATEN ISLAND,NY,10304,OTHER
IS 49 BERTHA A DREYFUS,101 WARREN ST,STATEN ISLAND,NY,10304,OTHER
PS 50 FRANK HANKINSON,200 ADELAIDE AVE,STATEN ISLAND,NY,10306,OTHER
IS 51 EDWIN MARKHAM,20 HOUSTON ST,STATEN ISLAND,NY,10302,OTHER
PS 52 JOHN C THOMPSON,450 BUEL AVE,STATEN ISLAND,NY,10305,OTHER
PS 53 BAY TERRACE,330 DURANT AVE,STATEN ISLAND,NY,10308,OTHER
PS 54 CHARLES W LENG,1060 WILLOWBROOK RD,STATEN ISLAND,NY,10314,OTHER
PS 55 HENRY M BOEHM,54 OSBORNE ST,STATEN ISLAND,NY,10312,OTHER
PS 56 LOUIS DESARIO,250 KRAMER AVE,STATEN ISLAND,NY,10309,OTHER
PS 57 HUBERT H HUMPHREY,140 PALMA DR,STATEN ISLAND,NY,10304,OTHER
SPACE SHUTTLE COLUMBIA SCHOOL,77 MARSH AVE,STATEN ISLAND,NY,10314,OTHER
PS 60 ALICE AUSTEN,55 MERRILL AVE,STATEN ISLAND,NY,10314,OTHER
IS 61 WILLIAM A MORRIS,445 CASTLETON AVE,STATEN ISLAND,NY,10301,OTHER
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,MARSH AVE & ESSEX DR,STATEN ISLAND,NY,10314,OTHER
PS 65 ACADEMY OF INNOVATIVE LEARNING,98 GRANT ST,STATEN ISLAND,NY,10301,OTHER
PS 69 DANIEL D TOMPKINS,144 KEATING PL,STATEN ISLAND,NY,10314,OTHER
IS 72 ROCCO LAURIE,33 FERNDALE AVE,STATEN ISLAND,NY,10314,OTHER
IS 75 FRANK D PAULO,455 HUGUENOT AVE,STATEN ISLAND,NY,10312,OTHER
STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,280 REGIS DR,STATEN ISLAND,NY,10314,OTHER
CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,MARSH AVE & ESSEX DR,STATEN ISLAND,NY,10314,OTHER
GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,MARSH AVE & ESSEX DR,STATEN ISLAND,NY,10314,OTHER
MICHAEL J PETRIDES SCHOOL,715 OCEAN TER,STATEN ISLAND,NY,10301,OTHER
NEW DORP HIGH SCHOOL,465 NEW DORP LN,STATEN ISLAND,NY,10306,OTHER
PORT RICHMOND HIGH SCHOOL,85 ST JOSEPHS AVE,STATEN ISLAND,NY,10302,OTHER
CURTIS HIGH SCHOOL,105 HAMILTON AVE,STATEN ISLAND,NY,10301,OTHER
TOTTENVILLE HIGH SCHOOL,100 LUTEN AVE,STATEN ISLAND,NY,10312,OTHER
SUSAN E WAGNER HIGH SCHOOL,1200 MANOR RD,STATEN ISLAND,NY,10314,OTHER
CONCORD HIGH SCHOOL,109 RHINE AVE,STATEN ISLAND,NY,10304,OTHER
RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,290 ST MARKS PL,STATEN ISLAND,NY,10301,OTHER
STATEN ISLAND TECHNICAL HIGH SCHOOL,485 CLAWSON ST,STATEN ISLAND,NY,10306,OTHER
SAINT ADALBERT SCHOOL,355 MORNINGSTAR RD,STATEN ISLAND,NY,10303,OTHER
SAINT ANN SCHOOL,125 CROMWELL AVE,STATEN ISLAND,NY,10304,OTHER
BLESSED SACRAMENT SCHOOL,830 DELAFIELD AVE,STATEN ISLAND,NY,10310,OTHER
SAINT CHARLES SCHOOL,200 PENN AVE,STATEN ISLAND,NY,10306,OTHER
SAINT CHRISTOPHER SCHOOL,15 LISBON PL,STATEN ISLAND,NY,10306,OTHER
SAINT CLARE SCHOOL,151 LINDENWOOD RD,STATEN ISLAND,NY,10308,OTHER
ACADEMY OF SAINT DOROTHY,1305 HYLAN BLVD,STATEN ISLAND,NY,10305,OTHER
MONSIGNOR FARRELL HIGH SCHOOL,2900 AMBOY RD,STATEN ISLAND,NY,10306,OTHER
HOLY ROSARY SCHOOL,100 JEROME AVE,STATEN ISLAND,NY,10305,OTHER
IMMACULATE CONCEPTION SCHOOL,104 GORDON ST,STATEN ISLAND,NY,10304,OTHER
SAINT JOHN VILLA ACADEMY HIGH SCHOOL,25 LANDIS AVE,STATEN ISLAND,NY,10305,OTHER
SAINT JOHN VILLA ACADEMY ELEMENTARY,57 CLEVELAND PL,STATEN ISLAND,NY,10305,OTHER
SAINT JOSEPH PAROCHIAL SCHOOL,139 SAINT MARY'S AVE,STATEN ISLAND,NY,10305,OTHER
SAINT JOSEPH BY THE SEA HIGH SCHOOL,5150 HYLAN BLVD,STATEN ISLAND,NY,10312,OTHER
SAINT JOSEPH HILL ACADEMY HIGH SCHOOL,850 HYLAN BLVD,STATEN ISLAND,NY,10305,OTHER
SAINT JOSEPH HILL ACADEMY ELEMENTARY SCHOOL,850 HYLAN BLVD,STATEN ISLAND,NY,10305,OTHER
SAINT MARGARET MARY SCHOOL,1128 OLYMPIA BLVD,STATEN ISLAND,NY,10306,OTHER
SAINT MARY SCHOOL,1124 BAY ST,STATEN ISLAND,NY,10305,OTHER
MOORE CATHOLIC HIGH SCHOOL,100 MERRILL AVE,STATEN ISLAND,NY,10314,OTHER
MOUNT CARMEL-SAINT BENEDICTA SCHOOL,285 CLOVE RD,STATEN ISLAND,NY,10310,OTHER
NOTRE DAME ACADEMY ELEMENTARY SCHOOL,78 HOWARD AVE,STATEN ISLAND,NY,10301,OTHER
NOTRE DAME ACADEMY HIGH SCHOOL,134 HOWARD AVE,STATEN ISLAND,NY,10301,OTHER
OUR LADY OF GOOD COUNSEL SCHOOL,42 AUSTIN PL,STATEN ISLAND,NY,10304,OTHER
OUR LADY HELP OF CHRISTIANS SCHOOL,23 SUMMIT ST,STATEN ISLAND,NY,10307,OTHER
OUR LADY QUEEN OF PEACE SCHOOL,22 STEELE AVE,STATEN ISLAND,NY,10306,OTHER
OUR LADY STAR OF THE SEA SCHOOL,5411 AMBOY RD,STATEN ISLAND,NY,10312,OTHER
SAINT PATRICK SCHOOL,3560 RICHMOND RD,STATEN ISLAND,NY,10306,OTHER
SAINT PETER'S HIGH SCHOOL FOR BOYS,200 CLINTON AVE,STATEN ISLAND,NY,10301,OTHER
SAINT PETER'S HIGH SCHOOL FOR GIRLS,300 RICHMOND TER,STATEN ISLAND,NY,10301,OTHER
SAINT PETER'S ELEMENTARY SCHOOL,300 RICHMOND TER,STATEN ISLAND,NY,10301,OTHER
SAINT RITA SCHOOL,30 WELLBROOK AVE,STATEN ISLAND,NY,10314,OTHER
SAINT ROCH SCHOOL,465 VILLA AVE,STATEN ISLAND,NY,10302,OTHER
SACRED HEART SCHOOL,301 N BURGHER AVE,STATEN ISLAND,NY,10310,OTHER
SAINT SYLVESTER SCHOOL,884 TARGEE ST,STATEN ISLAND,NY,10304,OTHER
SAINT TERESA SCHOOL,1632 VICTORY BLVD,STATEN ISLAND,NY,10314,OTHER
MOTHER FRANCISKA ELEMENTARY SCHOOL,850 HYLAN BLVD,STATEN ISLAND,NY,10305,OTHER
THERESE PROGRAM,850 HYLAN BLVD,STATEN ISLAND,NY,10302,OTHER
BISHOP PATRICK V AHERN HIGH SCHOOL,315 ARLENE ST,STATEN ISLAND,NY,10314,OTHER
SS JOSEPH & THOMAS SCHOOL,50 MAGUIRE AVE,STATEN ISLAND,NY,10309,OTHER
MESIVTA KESSER YISROEL OF WILLOWBROOK,240 WOODWARD AVE,STATEN ISLAND,NY,10314,OTHER
CHABAD LUBAVITCH OF STATEN ISLAND,289 HAROLD ST,STATEN ISLAND,NY,10314,OTHER
JEWISH FOUNDATION SCHOOL,400 CASWELL AVE,STATEN ISLAND,NY,10314,OTHER
YESHIVA RABBI JACOB JOSEPH FOR BOYS,3495 RICHMOND RD,STATEN ISLAND,NY,10306,OTHER
RABBI JACOB JOSEPH FOR GIRLS,400 CASWELL AVE,STATEN ISLAND,NY,10314,OTHER
ELTINGVILLE LUTHERAN SCHOOL,300 GENESEE AVE,STATEN ISLAND,NY,10312,OTHER
TRINITY LUTHERAN SCHOOL,309 ST PAULS AVE,STATEN ISLAND,NY,10304,OTHER
SAINT JOHN'S LUTHERAN SCHOOL,663 MANOR RD,STATEN ISLAND,NY,10314,OTHER
MIRAJ ISLAMIC SCHOOL,307 VICTORY BLVD,STATEN ISLAND,NY,10301,OTHER
GATEWAY ACADEMY,200 BOSCOMBE AVE,STATEN ISLAND,NY,10309,OTHER
NEW DORP CHRISTIAN ACADEMY,259 ROSE AVE,STATEN ISLAND,NY,10306,OTHER
EL BETHEL CHRISTIAN ACADEMY,910 JEWETT AVE,STATEN ISLAND,NY,10314,OTHER
JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,777 SEAVIEW AVE,STATEN ISLAND,NY,10305,OTHER
SOUTH BEACH PSYCHIATRIC CENTER,777 SEAVIEW AVE,STATEN ISLAND,NY,10305,OTHER
ARTHUR KILL CORRECTIONAL FACILITY,2911 ARTHUR KILL RD,STATEN ISLAND,NY,10309,OTHER
STATEN ISLAND RESIDENTIAL CENTER,1133 FOREST HILL RD,STATEN ISLAND,NY,10314,OTHER
SMILES AROUND US ACADEMY,351 SAND LN,STATEN ISLAND,NY,10305,OTHER
STATEN ISLAND ACADEMY,715 TODT HILL RD,STATEN ISLAND,NY,10304,OTHER
RICHMONDTOWN PREPARATORY SCHOOL,2707 HYLAN BLVD,STATEN ISLAND,NY,10306,OTHER
FRANCIS SCHOOL,4240 AMBOY RD,STATEN ISLAND,NY,10308,OTHER
STATEN ISLAND MONTESSORI SCHOOL,500 BUTLER BLVD,STATEN ISLAND,NY,10309,OTHER
EDEN II SCHOOL FOR AUTISTIC CHILDREN,150 GRANITE AVE,STATEN ISLAND,NY,10303,OTHER
TANGLEWOOD SCHOOL (THE),15 TANGLEWOOD DR,STATEN ISLAND,NY,10308,OTHER
BUILDING BLOCKS SCHOOL,55 FOREST AVE,STATEN ISLAND,NY,10301,OTHER
L & A CENTERS INC,366 OAKDALE ST,STATEN ISLAND,NY,10312,OTHER
LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,4061 CREEK RD,YOUNGSTOWN,NY,14174,OTHER
LEWISTON-PORTER PRIMARY EDUCATION CENTER,4061 CREEK RD,YOUNGSTOWN,NY,14174,OTHER
LEWISTON-PORTER INTERMEDIATE CENTER,4061 CREEK RD,YOUNGSTOWN,NY,14174,OTHER
LEWISTON PORTER MIDDLE SCHOOL,4061 CREEK RD,YOUNGSTOWN,NY,14174,OTHER
LEWISTON PORTER SENIOR HIGH SCHOOL,4061 CREEK RD,YOUNGSTOWN,NY,14174,OTHER
STELLA NIAGARA EDUCATION PARK,4421 LOWER RIVER RD,STELLA NIAGARA,NY,14144,OTHER
SAINT PETER SCHOOL,140 N 6TH ST,LEWISTON,NY,14092,OTHER
SACRED HEART VILLA SCHOOL,5269 LEWISTON RD,LEWISTON,NY,14092,OTHER
LOCKPORT CITY SCHOOL DISTRICT,130 BEATTIE AVE,LOCKPORT,NY,14094,OTHER
ANNA MERRITT ELEMENTARY SCHOOL,389 GREEN ST,LOCKPORT,NY,14094,OTHER
CHARLES A UPSON ELEMENTARY SCHOOL,28 HARDING AVE,LOCKPORT,NY,14094,OTHER
DEWITT CLINTON ELEMENTARY SCHOOL,85 N ADAMS ST,LOCKPORT,NY,14094,OTHER
GEORGE SOUTHARD ELEMENTARY SCHOOL,6385 LOCUST EXT,LOCKPORT,NY,14094,OTHER
JOHN E POUND ELEMENTARY SCHOOL,51 HIGH ST,LOCKPORT,NY,14094,OTHER
ROY KELLEY ELEMENTARY SCHOOL,610 12 E HIGH ST,LOCKPORT,NY,14094,OTHER
WASHINGTON HUNT SCHOOL,50 ROGERS AVE,LOCKPORT,NY,14094,OTHER
EMMET BELKNAP MIDDLE SCHOOL,491 HIGH ST,LOCKPORT,NY,14094,OTHER
NORTH PARK MIDDLE SCHOOL,160 PASSAIC AVE,LOCKPORT,NY,14094,OTHER
LOCKPORT HIGH SCHOOL,250 LINCOLN AVE,LOCKPORT,NY,14094,OTHER
DESALES CATHOLIC ELEMENTARY SCHOOL,6914 CHESTNUT RIDGE RD,LOCKPORT,NY,14094,OTHER
CHRISTIAN ACADEMY OF WESTERN NEW YORK,120 MAIN ST,LOCKPORT,NY,14094,OTHER
HENRIETTA G LEWIS CAMPUS SCHOOL,6395 OLD NIAGARA RD,LOCKPORT,NY,14094,OTHER
NEWFANE CENTRAL SCHOOL DISTRICT,6048 GODFREY RD,BURT,NY,14028,OTHER
NEWFANE EARLY CHILDHOOD CENTER,6048 GODFREY RD,BURT,NY,14028,OTHER
NEWFANE ELEMENTARY SCHOOL,2909 TRANSIT RD,NEWFANE,NY,14108,OTHER
NEWFANE SENIOR HIGH SCHOOL,1 PANTHER DR,NEWFANE,NY,14108,OTHER
NEWFANE MIDDLE SCHOOL,2700 TRANSIT RD,NEWFANE,NY,14108,OTHER
NEWFANE INTERMEDIATE SCHOOL,6175 EAST AVE,NEWFANE,NY,14108,OTHER
NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,6700 SCHULTZ ST,NIAGARA FALLS,NY,14304,OTHER
WEST STREET ELEMENTARY SCHOOL,5700 WEST ST,SANBORN,NY,14132,OTHER
TUSCARORA ELEMENTARY SCHOOL,2015 MT HOPE RD,LEWISTON,NY,14092,OTHER
COLONIAL VILLAGE ELEMENTARY SCHOOL,1456 SAUNDRS STLMNT RD,NIAGARA FALLS,NY,14305,OTHER
ERRICK ROAD ELEMENTARY SCHOOL,6839 ERRICK RD,NORTH TONAWANDA,NY,14120,OTHER
EDWARD TOWN MIDDLE SCHOOL,2292 SAUNDRS STLMT RD,SANBORN,NY,14132,OTHER
NIAGARA-WHEATFIELD SENIOR HIGH SCHOOL,2292 SAUNDRS STLMT RD,SANBORN,NY,14132,OTHER
HOLY GHOST LUTHERAN SCHOOL,6630 LUTHER ST,NIAGARA FALLS,NY,14304,OTHER
SAINT JOHN LUTHERAN SCHOOL,6950 WARD RD,NORTH TONAWANDA,NY,14120,OTHER
SAINT PETER'S LUTHERAN SCHOOL,6168 WALMORE RD,SANBORN,NY,14132,OTHER
NIAGARA CHARTER SCHOOL,2077 LOCKPORT RD,NIAGARA FALLS,NY,14304,OTHER
NIAGARA FALLS CITY SCHOOL DISTRICT,630 66TH ST,NIAGARA FALLS,NY,14304,OTHER
SEVENTY NINTH STREET SCHOOL,551 79TH ST,NIAGARA FALLS,NY,14304,OTHER
GERALDINE J MANN SCHOOL,1330 95TH ST,NIAGARA FALLS,NY,14304,OTHER
HENRY J KALFAS MAGNET SCHOOL,1880 BEECH AVE,NIAGARA FALLS,NY,14305,OTHER
HYDE PARK SCHOOL,1620 HYDE PARK BLVD,NIAGARA FALLS,NY,14305,OTHER
MAPLE AVENUE SCHOOL,952 MAPLE AVE,NIAGARA FALLS,NY,14305,OTHER
NIAGARA STREET SCHOOL,2513 NIAGARA ST,NIAGARA FALLS,NY,14303,OTHER
HARRY F ABATE ELEMENTARY SCHOOL,1625 LOCKPORT ST,NIAGARA FALLS,NY,14305,OTHER
NIAGARA FALLS HIGH SCHOOL,4455 PORTER RD,NIAGARA FALLS,NY,14305,OTHER
GASKILL PREPARATORY SCHOOL,910 HYDE PARK BLVD,NIAGARA FALLS,NY,14301,OTHER
LASALLE PREPARATORY SCHOOL,7436 BUFFALO AVE,NIAGARA FALLS,NY,14304,OTHER
CATARACT ELEMENTARY SCHOOL,6431 GIRARD AVE,NIAGARA FALLS,NY,14304,OTHER
OUR LADY OF MOUNT CARMEL SCHOOL,2499 INDEPENDENCE AVE,NIAGARA FALLS,NY,14301,OTHER
NIAGARA CATHOLIC HIGH SCHOOL,520 66TH ST,NIAGARA FALLS,NY,14304,OTHER
PRINCE OF PEACE SCHOOL,1055 N MILITARY RD,NIAGARA FALLS,NY,14304,OTHER
ST DOMINIC SAVIO MIDDLE SCHOOL,504 66TH ST,NIAGARA FALLS,NY,14304,OTHER
NORTH TONAWANDA CITY SCHOOL DISTRICT,175 HUMPHREY ST,NORTH TONAWANDA,NY,14120,OTHER
DRAKE SCHOOL,380 DRAKE DR,NORTH TONAWANDA,NY,14120,OTHER
GILMORE SCHOOL,789 GILMORE AVE,NORTH TONAWANDA,NY,14120,OTHER
GRANT SCHOOL,35 GRANT ST,NORTH TONAWANDA,NY,14120,OTHER
MEADOW SCHOOL,455 MEADOW DR,NORTH TONAWANDA,NY,14120,OTHER
OHIO SCHOOL,625 OHIO AVE,NORTH TONAWANDA,NY,14120,OTHER
SPRUCE SCHOOL,195 SPRUCE ST,NORTH TONAWANDA,NY,14120,OTHER
NORTH TONAWANDA HIGH SCHOOL,405 MEADOW DR,NORTH TONAWANDA,NY,14120,OTHER
NORTH TONAWANDA MIDDLE SCHOOL,1500 VANDERBILT AVE,NORTH TONAWANDA,NY,14120,OTHER
NORTH TONAWANDA CATHOLIC SCHOOL,75 KEIL AVE,NORTH TONAWANDA,NY,14120,OTHER
SAINT MATTHEW LUTHERAN SCHOOL,875 EGGERT DR,NORTH TONAWANDA,NY,14120,OTHER
STARPOINT CENTRAL SCHOOL DISTRICT,4363 MAPLETON RD,LOCKPORT,NY,14094,OTHER
STARPOINT HIGH SCHOOL,4363 MAPLETON RD,LOCKPORT,NY,14094,OTHER
STARPOINT INTERMEDIATE SCHOOL,4363 MAPLETON RD,LOCKPORT,NY,14094,OTHER
FRICANO PRIMARY SCHOOL,4363 MAPLETON RD,LOCKPORT,NY,14094,OTHER
STARPOINT MIDDLE SCHOOL,4363 MAPLETON RD,LOCKPORT,NY,14094,OTHER
ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,54 STATE ST,MIDDLEPORT,NY,14105,OTHER
ROYALTON-HARTLAND ELEMENTARY SCHOOL,4500 ORCHARD PL,GASPORT,NY,14067,OTHER
ROYALTON HARTLAND HIGH SCHOOL,54 STATE ST,MIDDLEPORT,NY,14105,OTHER
ROYALTON-HARTLAND MIDDLE SCHOOL,78 STATE ST,MIDDLEPORT,NY,14105,OTHER
BARKER CENTRAL SCHOOL DISTRICT,PO BOX 328,BARKER,NY,14012,OTHER
PRATT ELEMENTARY SCHOOL,PO BOX 328,BARKER,NY,14012,OTHER
BARKER HIGH SCHOOL,PO BOX 328,BARKER,NY,14012,OTHER
BARKER MIDDLE SCHOOL,PO BOX 328,BARKER,NY,14012,OTHER
WILSON CENTRAL SCHOOL DISTRICT,PO BOX 648,WILSON,NY,14172,OTHER
W H STEVENSON ELEMENTARY SCHOOL,3745 RANSOMVILLE RD,RANSOMVILLE,NY,14131,OTHER
THOMAS MARKS ELEMENTARY SCHOOL,PO BOX 648,WILSON,NY,14172,OTHER
